country_iso,year,variable,value
STP,2017,"Agriculture orientation index US$, 2015 prices",0.167738
STP,2017,"Share of Value Added US$, 2015 prices",4.643799
STP,2018,"Value US$, 2015 prices",2.473848
STP,2018,"Share of Total US$, 2015 prices",2.547159
STP,2018,"Agriculture orientation index US$, 2015 prices",0.237641
STP,2018,"Share of Value Added US$, 2015 prices",6.512232
STP,2019,"Value US$, 2015 prices",2.770616
STP,2019,"Share of Total US$, 2015 prices",3.355964
STP,2019,"Agriculture orientation index US$, 2015 prices",0.317025
STP,2019,"Share of Value Added US$, 2015 prices",7.225936
STP,2020,"Value US$, 2015 prices",3.724177
STP,2020,"Share of Total US$, 2015 prices",4.798898
STP,2020,"Agriculture orientation index US$, 2015 prices",0.473713
STP,2020,"Share of Value Added US$, 2015 prices",9.844338
STP,2021,"Value US$, 2015 prices",2.908903
STP,2021,"Share of Total US$, 2015 prices",2.478166
STP,2021,"Agriculture orientation index US$, 2015 prices",0.249521
STP,2021,"Share of Value Added US$, 2015 prices",7.696942
STP,2022,"Value US$, 2015 prices",2.969613
STP,2022,"Share of Total US$, 2015 prices",1.972666
STP,2022,"Agriculture orientation index US$, 2015 prices",0.199779
STP,2022,"Share of Value Added US$, 2015 prices",7.898126
STP,2023,"Value US$, 2015 prices",2.9
STP,2023,"Share of Total US$, 2015 prices",2.853453
STP,2023,"Agriculture orientation index US$, 2015 prices",0.293205
STP,2023,"Share of Value Added US$, 2015 prices",7.784648
STP,2003,"Value US$, 2022 prices",2.822683
STP,2003,Share of Total US$,6.481509
STP,2003,Agriculture orientation index US$,0.301528
STP,2004,"Value US$, 2022 prices",1.602797
STP,2004,Share of Total US$,3.801005
STP,2004,Agriculture orientation index US$,0.184209
STP,2005,"Value US$, 2022 prices",0.956724
STP,2005,Share of Total US$,2.494143
STP,2005,Agriculture orientation index US$,0.135353
STP,2006,"Value US$, 2022 prices",0.140953
STP,2006,Share of Total US$,0.421105
STP,2006,Agriculture orientation index US$,0.023123
STP,2007,"Value US$, 2022 prices",0.373101
STP,2007,Share of Total US$,0.235971
STP,2007,Agriculture orientation index US$,0.012534
STP,2008,"Value US$, 2022 prices",0.651812
STP,2008,Share of Total US$,1.065869
STP,2008,Agriculture orientation index US$,0.112461
STP,2009,"Value US$, 2022 prices",0.843374
STP,2009,Share of Total US$,3.000272
STP,2009,Agriculture orientation index US$,0.277432
STP,2010,"Value US$, 2022 prices",1.959061
STP,2010,Share of Total US$,4.641441
STP,2010,Agriculture orientation index US$,0.412133
STP,2011,"Value US$, 2022 prices",2.263446
STP,2011,Share of Total US$,3.424569
STP,2011,Agriculture orientation index US$,0.303056
STP,2012,"Value US$, 2022 prices",2.537088
STP,2012,Share of Total US$,5.487028
STP,2012,Agriculture orientation index US$,0.477029
STP,2013,"Value US$, 2022 prices",6.478493
STP,2013,Share of Total US$,12.036827
STP,2013,Agriculture orientation index US$,1.014374
STP,2014,"Value US$, 2022 prices",2.860162
STP,2014,Share of Total US$,6.945285
STP,2014,Agriculture orientation index US$,0.61049
STP,2015,"Value US$, 2022 prices",2.191488
STP,2015,Share of Total US$,3.773353
STP,2015,Agriculture orientation index US$,0.315863
STP,2016,"Value US$, 2022 prices",6.510439
STP,2016,Share of Total US$,11.925417
STP,2016,Agriculture orientation index US$,1.046303
STP,2017,"Value US$, 2022 prices",4.886805
STP,2017,Share of Total US$,10.029664
STP,2017,Agriculture orientation index US$,0.921937
STP,2018,"Value US$, 2022 prices",5.266493
STP,2018,Share of Total US$,9.273692
STP,2018,Agriculture orientation index US$,0.834311
STP,2019,"Value US$, 2022 prices",6.187226
STP,2019,Share of Total US$,11.654954
STP,2019,Agriculture orientation index US$,0.948344
STP,2020,"Value US$, 2022 prices",3.07884
STP,2020,Share of Total US$,3.151662
STP,2020,Agriculture orientation index US$,0.225251
STP,2021,"Value US$, 2022 prices",4.46351
STP,2021,Share of Total US$,6.057511
STP,2021,Agriculture orientation index US$,0.485936
STP,2022,"Value US$, 2022 prices",3.86431
STP,2022,Share of Total US$,4.01576
STP,2022,Agriculture orientation index US$,0.310919
SEN,2003,"Value US$, 2015 prices",1690.961613
SEN,2003,"Share of Total US$, 2015 prices",14.680071
SEN,2003,"Annual growth US$, 2015 prices",18.171074
SEN,2004,"Value US$, 2015 prices",1748.977035
SEN,2004,"Share of Total US$, 2015 prices",14.50999
SEN,2004,"Annual growth US$, 2015 prices",3.430913
SEN,2005,"Value US$, 2015 prices",1951.434771
SEN,2005,"Share of Total US$, 2015 prices",15.520658
SEN,2005,"Annual growth US$, 2015 prices",11.57578
SEN,2006,"Value US$, 2015 prices",1776.367083
SEN,2006,"Share of Total US$, 2015 prices",13.806467
SEN,2006,"Annual growth US$, 2015 prices",-8.971229
SEN,2007,"Value US$, 2015 prices",1650.323571
SEN,2007,"Share of Total US$, 2015 prices",12.474159
SEN,2007,"Annual growth US$, 2015 prices",-7.095578
SEN,2008,"Value US$, 2015 prices",2004.001415
SEN,2008,"Share of Total US$, 2015 prices",14.606567
SEN,2008,"Annual growth US$, 2015 prices",21.430818
SEN,2009,"Value US$, 2015 prices",2284.241295
SEN,2009,"Share of Total US$, 2015 prices",16.203222
SEN,2009,"Annual growth US$, 2015 prices",13.984016
SEN,2010,"Value US$, 2015 prices",2392.913912
SEN,2010,"Share of Total US$, 2015 prices",16.417389
SEN,2010,"Annual growth US$, 2015 prices",4.757493
SEN,2011,"Value US$, 2015 prices",2017.392021
SEN,2011,"Share of Total US$, 2015 prices",13.65878
SEN,2011,"Annual growth US$, 2015 prices",-15.69308
SEN,2012,"Value US$, 2015 prices",2214.292123
SEN,2012,"Share of Total US$, 2015 prices",14.414862
SEN,2012,"Annual growth US$, 2015 prices",9.760131
SEN,2013,"Value US$, 2015 prices",2257.468274
SEN,2013,"Share of Total US$, 2015 prices",14.349772
SEN,2013,"Annual growth US$, 2015 prices",1.949885
SEN,2014,"Value US$, 2015 prices",2294.534095
SEN,2014,"Share of Total US$, 2015 prices",13.730767
SEN,2014,"Annual growth US$, 2015 prices",1.64192
SEN,2015,"Value US$, 2015 prices",2538.701459
SEN,2015,"Share of Total US$, 2015 prices",14.282547
SEN,2015,"Annual growth US$, 2015 prices",10.641261
SEN,2016,"Value US$, 2015 prices",2675.973172
SEN,2016,"Share of Total US$, 2015 prices",14.155075
SEN,2016,"Annual growth US$, 2015 prices",5.407163
SEN,2017,"Value US$, 2015 prices",2982.946998
SEN,2017,"Share of Total US$, 2015 prices",14.690715
SEN,2017,"Annual growth US$, 2015 prices",11.471484
SEN,2018,"Value US$, 2015 prices",3224.480599
SEN,2018,"Share of Total US$, 2015 prices",14.951812
SEN,2018,"Annual growth US$, 2015 prices",8.097147
SEN,2019,"Value US$, 2015 prices",3362.939265
SEN,2019,"Share of Total US$, 2015 prices",14.906127
SEN,2019,"Annual growth US$, 2015 prices",4.293984
SEN,2020,"Value US$, 2015 prices",3774.69917
SEN,2020,"Share of Total US$, 2015 prices",16.509668
SEN,2020,"Annual growth US$, 2015 prices",12.244048
SEN,2021,"Value US$, 2015 prices",3806.776639
SEN,2021,"Share of Total US$, 2015 prices",15.627316
SEN,2021,"Annual growth US$, 2015 prices",0.849802
SEN,2022,"Value US$, 2015 prices",3819.906156
SEN,2022,"Share of Total US$, 2015 prices",15.103963
SEN,2022,"Annual growth US$, 2015 prices",0.344899
SEN,2023,"Value US$, 2015 prices",4115.420856
SEN,2023,"Share of Total US$, 2015 prices",15.595964
SEN,2023,"Annual growth US$, 2015 prices",7.736177
SEN,2003,"Value US$, 2015 prices",107.996915
SEN,2003,"Share of Total US$, 2015 prices",6.748312
SEN,2003,"Agriculture orientation index US$, 2015 prices",0.459692
SEN,2003,"Share of Value Added US$, 2015 prices",6.391552
SEN,2004,"Value US$, 2015 prices",105.296351
SEN,2004,"Share of Total US$, 2015 prices",6.154333
SEN,2004,"Agriculture orientation index US$, 2015 prices",0.424145
SEN,2004,"Share of Value Added US$, 2015 prices",6.025012
SEN,2005,"Value US$, 2015 prices",115.567722
SEN,2005,"Share of Total US$, 2015 prices",6.491043
SEN,2005,"Agriculture orientation index US$, 2015 prices",0.41822
SEN,2005,"Share of Value Added US$, 2015 prices",5.926677
SEN,2006,"Value US$, 2015 prices",106.120097
SEN,2006,"Share of Total US$, 2015 prices",5.153178
SEN,2006,"Agriculture orientation index US$, 2015 prices",0.373244
SEN,2006,"Share of Value Added US$, 2015 prices",5.978519
SEN,2007,"Value US$, 2015 prices",110.61626
SEN,2007,"Share of Total US$, 2015 prices",5.112087
SEN,2007,"Agriculture orientation index US$, 2015 prices",0.409814
SEN,2007,"Share of Value Added US$, 2015 prices",6.707776
SEN,2008,"Value US$, 2015 prices",135.564724
SEN,2008,"Share of Total US$, 2015 prices",5.615768
SEN,2008,"Agriculture orientation index US$, 2015 prices",0.384469
SEN,2008,"Share of Value Added US$, 2015 prices",6.769824
SEN,2009,"Value US$, 2015 prices",154.814437
SEN,2009,"Share of Total US$, 2015 prices",6.414537
SEN,2009,"Agriculture orientation index US$, 2015 prices",0.39588
SEN,2009,"Share of Value Added US$, 2015 prices",6.782631
SEN,2010,"Value US$, 2015 prices",156.694824
SEN,2010,"Share of Total US$, 2015 prices",6.634729
SEN,2010,"Agriculture orientation index US$, 2015 prices",0.404128
SEN,2010,"Share of Value Added US$, 2015 prices",6.553243
SEN,2011,"Value US$, 2015 prices",134.286242
SEN,2011,"Share of Total US$, 2015 prices",5.089059
SEN,2011,"Agriculture orientation index US$, 2015 prices",0.372585
SEN,2011,"Share of Value Added US$, 2015 prices",6.661468
SEN,2012,"Value US$, 2015 prices",162.054944
SEN,2012,"Share of Total US$, 2015 prices",5.820152
SEN,2012,"Agriculture orientation index US$, 2015 prices",0.403761
SEN,2012,"Share of Value Added US$, 2015 prices",7.324131
SEN,2013,"Value US$, 2015 prices",177.862259
SEN,2013,"Share of Total US$, 2015 prices",5.379633
SEN,2013,"Agriculture orientation index US$, 2015 prices",0.374893
SEN,2013,"Share of Value Added US$, 2015 prices",7.884803
SEN,2014,"Value US$, 2015 prices",199.907006
SEN,2014,"Share of Total US$, 2015 prices",5.130096
SEN,2014,"Agriculture orientation index US$, 2015 prices",0.373621
SEN,2014,"Share of Value Added US$, 2015 prices",8.71891
SEN,2015,"Value US$, 2015 prices",231.648246
SEN,2015,"Share of Total US$, 2015 prices",5.616347
SEN,2015,"Agriculture orientation index US$, 2015 prices",0.393232
SEN,2015,"Share of Value Added US$, 2015 prices",9.131584
SEN,2016,"Value US$, 2015 prices",262.181213
SEN,2016,"Share of Total US$, 2015 prices",5.52051
SEN,2016,"Agriculture orientation index US$, 2015 prices",0.390002
SEN,2016,"Share of Value Added US$, 2015 prices",9.805021
SEN,2017,"Value US$, 2015 prices",311.966487
SEN,2017,"Share of Total US$, 2015 prices",5.693735
SEN,2017,"Agriculture orientation index US$, 2015 prices",0.387574
SEN,2017,"Share of Value Added US$, 2015 prices",10.46625
SEN,2018,"Value US$, 2015 prices",332.241959
SEN,2018,"Share of Total US$, 2015 prices",5.335255
SEN,2018,"Agriculture orientation index US$, 2015 prices",0.35683
SEN,2018,"Share of Value Added US$, 2015 prices",10.311537
SEN,2019,"Value US$, 2015 prices",347.511583
SEN,2019,"Share of Total US$, 2015 prices",5.062199
SEN,2019,"Agriculture orientation index US$, 2015 prices",0.339605
SEN,2019,"Share of Value Added US$, 2015 prices",10.341391
SEN,2020,"Value US$, 2015 prices",396.996859
SEN,2020,"Share of Total US$, 2015 prices",5.391737
SEN,2020,"Agriculture orientation index US$, 2015 prices",0.326581
SEN,2020,"Share of Value Added US$, 2015 prices",10.525275
SEN,2021,"Value US$, 2015 prices",419.707596
SEN,2021,"Share of Total US$, 2015 prices",4.894393
SEN,2021,"Agriculture orientation index US$, 2015 prices",0.3141
SEN,2021,"Share of Value Added US$, 2015 prices",11.065979
SEN,2022,"Value US$, 2015 prices",498.29441
SEN,2022,"Share of Total US$, 2015 prices",5.515272
SEN,2022,"Agriculture orientation index US$, 2015 prices",0.369896
SEN,2022,"Share of Value Added US$, 2015 prices",13.208074
SEN,2023,"Value US$, 2015 prices",591.3
SEN,2023,"Share of Total US$, 2015 prices",5.962826
SEN,2023,"Agriculture orientation index US$, 2015 prices",0.382332
SEN,2023,"Share of Value Added US$, 2015 prices",14.367911
SEN,2003,"Value US$, 2015 prices",57.156811
SEN,2003,"Share of Total US$, 2015 prices",3.026515
SEN,2003,"Agriculture orientation index US$, 2015 prices",0.206165
SEN,2004,"Value US$, 2015 prices",68.82319
SEN,2004,"Share of Total US$, 2015 prices",3.381427
SEN,2004,"Agriculture orientation index US$, 2015 prices",0.233041
SEN,2005,"Value US$, 2015 prices",64.647046
SEN,2005,"Share of Total US$, 2015 prices",2.6998
SEN,2005,"Agriculture orientation index US$, 2015 prices",0.173949
SEN,2006,"Value US$, 2015 prices",58.603391
SEN,2006,"Share of Total US$, 2015 prices",2.504498
SEN,2006,"Agriculture orientation index US$, 2015 prices",0.1814
SEN,2007,"Value US$, 2015 prices",54.532834
SEN,2007,"Share of Total US$, 2015 prices",2.43345
SEN,2007,"Agriculture orientation index US$, 2015 prices",0.195079
SEN,2008,"Value US$, 2015 prices",59.042736
SEN,2008,"Share of Total US$, 2015 prices",2.522521
SEN,2008,"Agriculture orientation index US$, 2015 prices",0.172698
SEN,2009,"Value US$, 2015 prices",55.480442
SEN,2009,"Share of Total US$, 2015 prices",2.241496
SEN,2009,"Agriculture orientation index US$, 2015 prices",0.138336
SEN,2011,"Value US$, 2015 prices",68.55513
SEN,2011,"Share of Total US$, 2015 prices",2.264255
SEN,2011,"Agriculture orientation index US$, 2015 prices",0.165773
SEN,2012,"Value US$, 2015 prices",57.049681
SEN,2012,"Share of Total US$, 2015 prices",2.081297
SEN,2012,"Agriculture orientation index US$, 2015 prices",0.144385
SEN,2013,"Value US$, 2015 prices",57.503069
SEN,2013,"Share of Total US$, 2015 prices",1.676683
SEN,2013,"Agriculture orientation index US$, 2015 prices",0.116844
SEN,2014,"Value US$, 2015 prices",87.092046
SEN,2014,"Share of Total US$, 2015 prices",2.300407
SEN,2014,"Agriculture orientation index US$, 2015 prices",0.167537
SEN,2015,"Value US$, 2015 prices",93.468649
SEN,2015,"Share of Total US$, 2015 prices",2.651141
SEN,2015,"Agriculture orientation index US$, 2015 prices",0.185621
SEN,2016,"Value US$, 2015 prices",81.476413
SEN,2016,"Share of Total US$, 2015 prices",2.237368
SEN,2016,"Agriculture orientation index US$, 2015 prices",0.158061
SEN,2017,"Value US$, 2015 prices",109.832345
SEN,2017,"Share of Total US$, 2015 prices",2.414773
SEN,2017,"Agriculture orientation index US$, 2015 prices",0.164374
SEN,2018,"Value US$, 2015 prices",108.484218
SEN,2018,"Share of Total US$, 2015 prices",2.369255
SEN,2018,"Agriculture orientation index US$, 2015 prices",0.158459
SEN,2019,"Value US$, 2015 prices",126.215394
SEN,2019,"Share of Total US$, 2015 prices",2.280806
SEN,2019,"Agriculture orientation index US$, 2015 prices",0.153011
SEN,2020,"Value US$, 2015 prices",127.352145
SEN,2020,"Share of Total US$, 2015 prices",2.227171
SEN,2020,"Agriculture orientation index US$, 2015 prices",0.134901
SEN,2021,"Value US$, 2015 prices",152.389883
SEN,2021,"Share of Total US$, 2015 prices",2.507982
SEN,2021,"Agriculture orientation index US$, 2015 prices",0.160951
SEN,2022,"Value US$, 2015 prices",216.668864
SEN,2022,"Share of Total US$, 2015 prices",3.217156
SEN,2022,"Agriculture orientation index US$, 2015 prices",0.215767
SEN,2023,"Value US$, 2015 prices",220.093659
SEN,2023,"Share of Total US$, 2015 prices",3.064115
SEN,2023,"Agriculture orientation index US$, 2015 prices",0.200665
SEN,2003,"Value US$, 2022 prices",70.068745
SEN,2003,Share of Total US$,11.277927
SEN,2003,Agriculture orientation index US$,0.728026
SEN,2004,"Value US$, 2022 prices",59.722402
SEN,2004,Share of Total US$,4.506282
SEN,2004,Agriculture orientation index US$,0.317304
SEN,2005,"Value US$, 2022 prices",49.623911
SEN,2005,Share of Total US$,5.680717
SEN,2005,Agriculture orientation index US$,0.374214
SEN,2006,"Value US$, 2022 prices",62.502794
SEN,2006,Share of Total US$,1.817271
SEN,2006,Agriculture orientation index US$,0.135666
SEN,2007,"Value US$, 2022 prices",62.278137
SEN,2007,Share of Total US$,7.984948
SEN,2007,Agriculture orientation index US$,0.65205
SEN,2008,"Value US$, 2022 prices",59.508513
SEN,2008,Share of Total US$,5.594664
SEN,2008,Agriculture orientation index US$,0.380936
SEN,2009,"Value US$, 2022 prices",68.042791
SEN,2009,Share of Total US$,6.560235
SEN,2009,Agriculture orientation index US$,0.407272
SEN,2010,"Value US$, 2022 prices",95.752021
SEN,2010,Share of Total US$,9.763254
SEN,2010,Agriculture orientation index US$,0.612298
SEN,2011,"Value US$, 2022 prices",112.314628
SEN,2011,Share of Total US$,9.589852
SEN,2011,Agriculture orientation index US$,0.740698
SEN,2012,"Value US$, 2022 prices",85.781979
SEN,2012,Share of Total US$,6.559072
SEN,2012,Agriculture orientation index US$,0.465259
SEN,2013,"Value US$, 2022 prices",137.70852
SEN,2013,Share of Total US$,10.966781
SEN,2013,Agriculture orientation index US$,0.799045
SEN,2014,"Value US$, 2022 prices",178.490591
SEN,2014,Share of Total US$,12.132519
SEN,2014,Agriculture orientation index US$,0.907529
SEN,2015,"Value US$, 2022 prices",217.208849
SEN,2015,Share of Total US$,17.677519
SEN,2015,Agriculture orientation index US$,1.237701
SEN,2016,"Value US$, 2022 prices",162.448602
SEN,2016,Share of Total US$,15.521728
SEN,2016,Agriculture orientation index US$,1.07685
SEN,2017,"Value US$, 2022 prices",186.480266
SEN,2017,Share of Total US$,12.520308
SEN,2017,Agriculture orientation index US$,0.835688
SEN,2018,"Value US$, 2022 prices",133.690902
SEN,2018,Share of Total US$,7.926807
SEN,2018,Agriculture orientation index US$,0.528895
SEN,2019,"Value US$, 2022 prices",127.09902
SEN,2019,Share of Total US$,5.546821
SEN,2019,Agriculture orientation index US$,0.372363
SEN,2020,"Value US$, 2022 prices",153.846707
SEN,2020,Share of Total US$,6.52775
SEN,2020,Agriculture orientation index US$,0.404226
SEN,2021,"Value US$, 2022 prices",174.206773
SEN,2021,Share of Total US$,8.042243
SEN,2021,Agriculture orientation index US$,0.519903
SEN,2022,"Value US$, 2022 prices",149.627561
SEN,2022,Share of Total US$,5.600635
SEN,2022,Agriculture orientation index US$,0.335114
SYC,2003,"Value US$, 2015 prices",29.284718
SYC,2003,"Share of Total US$, 2015 prices",3.684009
SYC,2003,"Annual growth US$, 2015 prices",-8.147175
SYC,2004,"Value US$, 2015 prices",29.075242
SYC,2004,"Share of Total US$, 2015 prices",3.733076
SYC,2004,"Annual growth US$, 2015 prices",-0.715308
SYC,2005,"Value US$, 2015 prices",31.310136
SYC,2005,"Share of Total US$, 2015 prices",3.687869
SYC,2005,"Annual growth US$, 2015 prices",7.686588
SYC,2006,"Value US$, 2015 prices",29.632725
SYC,2006,"Share of Total US$, 2015 prices",3.190245
SYC,2006,"Annual growth US$, 2015 prices",-5.357406
SYC,2007,"Value US$, 2015 prices",29.291791
SYC,2007,"Share of Total US$, 2015 prices",2.844353
SYC,2007,"Annual growth US$, 2015 prices",-1.150532
SYC,2008,"Value US$, 2015 prices",30.708129
SYC,2008,"Share of Total US$, 2015 prices",3.034684
SYC,2008,"Annual growth US$, 2015 prices",4.83527
SYC,2009,"Value US$, 2015 prices",25.917305
SYC,2009,"Share of Total US$, 2015 prices",2.579353
SYC,2009,"Annual growth US$, 2015 prices",-15.601157
SYC,2010,"Value US$, 2015 prices",24.413285
SYC,2010,"Share of Total US$, 2015 prices",2.283971
SYC,2010,"Annual growth US$, 2015 prices",-5.80315
SYC,2011,"Value US$, 2015 prices",25.351825
SYC,2011,"Share of Total US$, 2015 prices",2.241539
SYC,2011,"Annual growth US$, 2015 prices",3.844379
SYC,2012,"Value US$, 2015 prices",25.61934
SYC,2012,"Share of Total US$, 2015 prices",2.175895
SYC,2012,"Annual growth US$, 2015 prices",1.055213
SYC,2013,"Value US$, 2015 prices",32.08704
SYC,2013,"Share of Total US$, 2015 prices",2.56003
SYC,2013,"Annual growth US$, 2015 prices",25.245379
SYC,2014,"Value US$, 2015 prices",29.872822
SYC,2014,"Share of Total US$, 2015 prices",2.271395
SYC,2014,"Annual growth US$, 2015 prices",-6.900661
SYC,2015,"Value US$, 2015 prices",29.40831
SYC,2015,"Share of Total US$, 2015 prices",2.053065
SYC,2015,"Annual growth US$, 2015 prices",-1.554965
SYC,2016,"Value US$, 2015 prices",29.831027
SYC,2016,"Share of Total US$, 2015 prices",1.857494
SYC,2016,"Annual growth US$, 2015 prices",1.437407
SYC,2017,"Value US$, 2015 prices",37.740139
SYC,2017,"Share of Total US$, 2015 prices",2.197176
SYC,2017,"Annual growth US$, 2015 prices",26.513041
SYC,2018,"Value US$, 2015 prices",40.873759
SYC,2018,"Share of Total US$, 2015 prices",2.267604
SYC,2018,"Annual growth US$, 2015 prices",8.303149
SYC,2019,"Value US$, 2015 prices",42.540516
SYC,2019,"Share of Total US$, 2015 prices",2.236732
SYC,2019,"Annual growth US$, 2015 prices",4.077815
SYC,2020,"Value US$, 2015 prices",36.81258
SYC,2020,"Share of Total US$, 2015 prices",2.193022
SYC,2020,"Annual growth US$, 2015 prices",-13.46466
SYC,2021,"Value US$, 2015 prices",43.363254
SYC,2021,"Share of Total US$, 2015 prices",2.569074
SYC,2021,"Annual growth US$, 2015 prices",17.794661
SYC,2022,"Value US$, 2015 prices",52.48332
SYC,2022,"Share of Total US$, 2015 prices",2.716201
SYC,2022,"Annual growth US$, 2015 prices",21.031784
SYC,2023,"Value US$, 2015 prices",54.954268
SYC,2023,"Share of Total US$, 2015 prices",2.757145
SYC,2023,"Annual growth US$, 2015 prices",4.708064
SYC,2003,"Value US$, 2015 prices",1.003945
SYC,2003,"Share of Total US$, 2015 prices",0.288184
SYC,2003,"Agriculture orientation index US$, 2015 prices",0.077808
SYC,2003,"Share of Value Added US$, 2015 prices",3.434293
SYC,2004,"Value US$, 2015 prices",0.894629
SYC,2004,"Share of Total US$, 2015 prices",0.427338
SYC,2004,"Agriculture orientation index US$, 2015 prices",0.113862
SYC,2004,"Share of Value Added US$, 2015 prices",3.082393
SYC,2005,"Value US$, 2015 prices",1.957139
SYC,2005,"Share of Total US$, 2015 prices",0.505881
SYC,2005,"Agriculture orientation index US$, 2015 prices",0.136441
SYC,2005,"Share of Value Added US$, 2015 prices",6.261887
SYC,2006,"Value US$, 2015 prices",1.75178
SYC,2006,"Share of Total US$, 2015 prices",0.485837
SYC,2006,"Agriculture orientation index US$, 2015 prices",0.151474
SYC,2006,"Share of Value Added US$, 2015 prices",5.922111
SYC,2007,"Value US$, 2015 prices",1.562729
SYC,2007,"Share of Total US$, 2015 prices",0.472528
SYC,2007,"Agriculture orientation index US$, 2015 prices",0.16524
SYC,2007,"Share of Value Added US$, 2015 prices",5.34449
SYC,2008,"Value US$, 2015 prices",1.105349
SYC,2008,"Share of Total US$, 2015 prices",0.411627
SYC,2008,"Agriculture orientation index US$, 2015 prices",0.134916
SYC,2008,"Share of Value Added US$, 2015 prices",3.605908
SYC,2009,"Value US$, 2015 prices",1.075095
SYC,2009,"Share of Total US$, 2015 prices",0.438881
SYC,2009,"Agriculture orientation index US$, 2015 prices",0.169242
SYC,2009,"Share of Value Added US$, 2015 prices",4.155522
SYC,2010,"Value US$, 2015 prices",1.67268
SYC,2010,"Share of Total US$, 2015 prices",0.470646
SYC,2010,"Agriculture orientation index US$, 2015 prices",0.204963
SYC,2010,"Share of Value Added US$, 2015 prices",6.86365
SYC,2011,"Value US$, 2015 prices",1.622756
SYC,2011,"Share of Total US$, 2015 prices",0.469827
SYC,2011,"Agriculture orientation index US$, 2015 prices",0.20848
SYC,2011,"Share of Value Added US$, 2015 prices",6.41228
SYC,2012,"Value US$, 2015 prices",1.617613
SYC,2012,"Share of Total US$, 2015 prices",0.430494
SYC,2012,"Agriculture orientation index US$, 2015 prices",0.196789
SYC,2012,"Share of Value Added US$, 2015 prices",6.325215
SYC,2013,"Value US$, 2015 prices",2.072154
SYC,2013,"Share of Total US$, 2015 prices",0.509996
SYC,2013,"Agriculture orientation index US$, 2015 prices",0.19815
SYC,2013,"Share of Value Added US$, 2015 prices",6.469353
SYC,2014,"Value US$, 2015 prices",1.906237
SYC,2014,"Share of Total US$, 2015 prices",0.495113
SYC,2014,"Agriculture orientation index US$, 2015 prices",0.216951
SYC,2014,"Share of Value Added US$, 2015 prices",6.396393
SYC,2015,"Value US$, 2015 prices",1.817732
SYC,2015,"Share of Total US$, 2015 prices",0.472125
SYC,2015,"Agriculture orientation index US$, 2015 prices",0.230279
SYC,2015,"Share of Value Added US$, 2015 prices",6.189552
SYC,2016,"Value US$, 2015 prices",1.867286
SYC,2016,"Share of Total US$, 2015 prices",0.475487
SYC,2016,"Agriculture orientation index US$, 2015 prices",0.257577
SYC,2016,"Share of Value Added US$, 2015 prices",6.265692
SYC,2017,"Value US$, 2015 prices",1.921291
SYC,2017,"Share of Total US$, 2015 prices",0.457232
SYC,2017,"Agriculture orientation index US$, 2015 prices",0.208704
SYC,2017,"Share of Value Added US$, 2015 prices",5.098128
SYC,2018,"Value US$, 2015 prices",1.78981
SYC,2018,"Share of Total US$, 2015 prices",0.439116
SYC,2018,"Agriculture orientation index US$, 2015 prices",0.196209
SYC,2018,"Share of Value Added US$, 2015 prices",4.379393
SYC,2019,"Value US$, 2015 prices",1.961111
SYC,2019,"Share of Total US$, 2015 prices",0.453908
SYC,2019,"Agriculture orientation index US$, 2015 prices",0.20528
SYC,2019,"Share of Value Added US$, 2015 prices",4.618697
SYC,2020,"Value US$, 2015 prices",1.810275
SYC,2020,"Share of Total US$, 2015 prices",0.465552
SYC,2020,"Agriculture orientation index US$, 2015 prices",0.22271
SYC,2020,"Share of Value Added US$, 2015 prices",4.926475
SYC,2021,"Value US$, 2015 prices",1.708477
SYC,2021,"Share of Total US$, 2015 prices",0.549215
SYC,2021,"Agriculture orientation index US$, 2015 prices",0.267249
SYC,2021,"Share of Value Added US$, 2015 prices",4.613117
SYC,2022,"Value US$, 2015 prices",1.651884
SYC,2022,"Share of Total US$, 2015 prices",0.516884
SYC,2022,"Agriculture orientation index US$, 2015 prices",0.241512
SYC,2022,"Share of Value Added US$, 2015 prices",4.129618
SYC,2023,"Value US$, 2015 prices",2.43
SYC,2023,"Share of Total US$, 2015 prices",0.678922
SYC,2023,"Agriculture orientation index US$, 2015 prices",0.246268
SYC,2023,"Share of Value Added US$, 2015 prices",4.421859
SYC,2003,"Value US$, 2015 prices",6.27
SYC,2003,"Share of Total US$, 2015 prices",2.68
SYC,2004,"Value US$, 2015 prices",11.17
SYC,2004,"Share of Total US$, 2015 prices",3.75
SYC,2005,"Value US$, 2015 prices",10.71
SYC,2005,"Share of Total US$, 2015 prices",3.05
SYC,2006,"Value US$, 2015 prices",13.35
SYC,2006,"Share of Total US$, 2015 prices",3.17
SYC,2007,"Value US$, 2015 prices",19.03
SYC,2007,"Share of Total US$, 2015 prices",4.54
SYC,2008,"Value US$, 2015 prices",2.14
SYC,2008,"Share of Total US$, 2015 prices",0.68
SYC,2010,"Value US$, 2015 prices",5.18
SYC,2010,"Share of Total US$, 2015 prices",1.43
SYC,2011,"Value US$, 2015 prices",2.74
SYC,2011,"Share of Total US$, 2015 prices",0.77
SYC,2012,"Value US$, 2015 prices",2.42
SYC,2012,"Share of Total US$, 2015 prices",0.65
SYC,2013,"Value US$, 2015 prices",6.86
SYC,2013,"Share of Total US$, 2015 prices",1.78
SYC,2014,"Value US$, 2015 prices",6.79
SYC,2014,"Share of Total US$, 2015 prices",1.62
SYC,2015,"Value US$, 2015 prices",11.2
